Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,calculate_sale,total_cost,Profi,Profi_Marge,Vente_Point,Sales_Rep_encoder,Region_encoder,Product_Category_encoder,Customer_Type_encoder,Payment_Method_encoder,Sales_Channel_encoder,Region_and_Sales_Rep_encoder
1060,2023-12-16,Eve,East,3224.71,44,Clothing,3784.96,4276.99,New,0.06,Bank Transfer,Retail,East-Eve,176896.3064,166538.24,-163313.53,-50.64440833439286,10636.82,4,0,0,0,0,1,4
1021,2023-11-27,Alice,South,6483.84,31,Furniture,2254.99,2441.79,Returning,0.24,Bank Transfer,Online,South-Alice,57528.572400000005,69904.68999999999,-63420.84999999999,-9.781371841377947,11259.43,0,2,3,1,0,0,10
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,60285.576,68574.5,-64562.7,-16.09320005982352,12866.42,3,2,3,1,0,1,13
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,90591.6,105588.90000000001,-98428.15000000001,-13.745508501204483,17797.57,4,0,0,0,2,1,4
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,33276.553199999995,33384.45,-31312.219999999998,-15.110397977058529,2072.23,0,1,3,1,0,1,5
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,22339.633500000004,20372.850000000002,-11459.720000000003,-1.285712202110819,8913.13,3,0,1,0,1,0,3
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,168310.98559999999,195408.13999999998,-192462.78,-65.34439932639813,10146.43,1,3,3,0,0,1,16
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,2753.7325,3290.89,450.19000000000005,0.12033690805863549,3741.08,0,3,3,1,0,0,15
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,99536.14879999998,91760.24,-91085.13,-134.918946542045,9488.66,2,2,2,1,0,1,12
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,129123.03600000001,116677.4,-115473.43,-95.9105542496906,3276.2,0,1,2,1,2,0,5
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,8776.4292,6987.200000000001,-1780.170000000001,-0.34187819159866584,8483.23,0,1,2,1,1,0,5
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,53279.87,69271.94,-66522.77,-24.197401397512703,5772.65,3,3,3,0,2,0,18
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,53778.6944,63615.84,-55244.59,-6.59932387636255,14488.0,1,0,0,0,1,0,1
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,10045.2312,10273.68,-10028.220000000001,-40.85480322659497,9734.119999999999,2,2,1,0,2,1,12
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,40031.667199999996,31056.32,-27203.29,-7.06023311523658,21650.6,4,0,3,1,1,1,4
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,52062.098999999995,71348.25,-67908.53,-19.7424586884979,25090.32,4,0,0,0,2,0,4
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,17798.399999999998,13067.880000000001,-12776.54,-43.85439692455551,291.34,0,0,3,1,0,1,0
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,40033.2405,44271.15,-42939.9,-32.25532394366197,8141.6,3,1,1,1,2,0,8
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,174376.80000000002,218232.00000000003,-214036.94000000003,-51.02118682450311,9967.710000000001,3,3,3,1,2,0,18
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,46757.592000000004,51615.34,-46635.979999999996,-9.36585826290929,20049.04,4,1,1,0,0,1,9
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,26715.4032,28104.0,-24001.53,-5.850507133507374,16103.2,2,3,3,1,0,0,17
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,33928.627199999995,34175.92,-28819.64,-5.380532757809525,8976.57,1,2,1,1,1,0,11
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,22126.8672,16829.640000000003,-10837.840000000004,-1.8087786641743722,15725.919999999998,2,2,3,1,1,0,12
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,36193.9752,42533.76,-42335.51,-213.54607818411097,14686.25,1,0,1,1,1,0,1
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.9100000000003,Returning,0.2,Credit Card,Online,West-Eve,2110.3280000000004,2543.26,2151.2799999999997,0.45825150067951276,11302.34,4,3,2,1,2,0,19
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,147970.90769999998,178634.9,-168996.26,-17.53320592946723,19785.07,1,3,3,1,1,1,16
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.4700000000003,Returning,0.17,Credit Card,Retail,West-David,99848.00400000002,102612.0,-97373.58,-18.588349158715797,15206.130000000001,3,3,3,1,2,1,18
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,122476.76280000001,131047.98,-124240.31,-18.250048841967956,7099.01,0,0,0,1,2,1,0
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,27709.77,26563.02,-23375.57,-7.333627194152066,10286.46,0,0,0,1,1,0,0
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,102939.72,94258.70999999999,-86496.2,-11.142813342591506,15461.43,4,2,1,1,1,0,14
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,126028.09799999998,165612.35,-157860.43,-20.364042714579096,15893.52,3,1,3,1,2,0,8
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,101458.87079999999,98003.40000000001,-92742.57,-17.628885556081457,21364.03,2,3,1,1,0,0,17
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,43574.53600000001,54139.05,-44376.51,-4.545590594251086,24968.670000000002,3,3,2,0,0,0,18
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,82353.31499999999,75203.7,-73860.75,-54.99888305595889,9826.18,0,1,0,0,2,0,5
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,78680.9088,85727.68,-85459.9,-319.1422062887445,4008.8599999999997,0,3,1,1,1,1,15
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,93038.42640000001,108497.70000000001,-100773.13,-13.045791545678272,16637.699999999997,3,0,1,1,2,0,3
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,85184.00099999999,86906.61,-78815.77,-9.741358128451434,24728.54,3,0,0,1,2,1,3
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,72745.7892,73457.58,-72167.53,-55.94165342428588,5298.91,0,3,3,0,1,0,15
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,151423.36,184966.4,-182237.13,-66.77138209118189,6479.469999999999,2,0,1,0,0,1,2
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,90844.60880000002,94543.8,-94270.03,-344.34024911422,25364.09,4,0,0,0,2,0,4
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,18087.3672,16987.38,-13983.62,-4.6553719338429165,14306.1,4,3,3,1,0,1,19
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,59283.6816,74216.12,-66462.01999999999,-8.571210069511611,20620.52,3,2,2,1,0,1,13
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,183223.38399999996,176138.74,-170910.93,-32.69264376478869,25276.85,4,1,0,1,1,0,9
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,89170.6364,115250.56,-111704.41,-31.500193167237708,13832.61,0,0,1,1,2,0,0
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,176871.825,185975.55,-182195.33,-48.197017633894326,15039.65,0,2,2,0,2,1,10
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,28380.1048,27676.88,-27563.48,-243.0641975308642,24841.94,3,0,3,1,0,0,3
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,93258.5836,114065.28,-110997.25,-36.178671655753035,27909.97,3,0,3,0,0,0,3
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,58835.7504,61107.899999999994,-54607.95999999999,-8.401302165866145,22393.46,3,1,0,0,1,0,8
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,75942.50300000001,75554.15000000001,-65809.63,-6.753501455176859,16223.99,2,0,0,1,0,1,2
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,46742.6553,53243.63,-44757.729999999996,-5.274364534109522,33762.75,4,1,0,0,1,0,9
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,78608.0568,79342.56,-79008.97,-236.8445397044276,22727.05,3,1,3,0,2,1,8
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,141848.72800000003,139344.24000000002,-130348.49000000002,-14.490008059361367,16285.55,1,1,2,0,1,1,6
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,100552.38900000001,98030.94,-90177.28,-11.482198108907184,16830.23,1,2,3,0,0,0,11
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,5299.9856,5906.46,1919.2600000000002,0.24525027729077967,13124.630000000001,0,3,1,1,2,1,15
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,107798.97600000001,106164.40000000001,-101530.24,-21.909092478464277,20095.59,4,2,3,1,1,0,14
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,57706.095100000006,72363.21,-68322.96,-16.910577315760165,29008.920000000002,3,3,1,0,2,0,18
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,121121.8125,139529.91,-136431.04,-44.026061112599116,22883.94,1,3,2,1,1,1,16
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,24834.11,28171.92,-27421.539999999997,-36.54353794077667,34513.13,4,1,0,0,0,1,9
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,37172.06570000001,40510.66,-38151.130000000005,-16.168953138972594,16192.14,0,0,0,1,0,1,0
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,12343.365,14333.699999999999,-11792.32,-4.640124656682589,2541.38,2,1,3,1,2,1,7
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,34391.689099999996,36521.99,-31629.629999999997,-6.46510681961262,30256.449999999997,4,0,0,1,2,1,4
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,87321.0132,99202.8,-91703.1,-12.227569102764111,21805.8,4,3,2,1,2,0,19
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,55871.12160000001,58656.64,-53865.92,-11.243804689065525,7332.1,2,1,0,1,1,1,7
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,1736.4509999999998,2073.52,-1400.8600000000001,-2.082567716231083,30929.11,4,0,3,0,0,0,4
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,95065.74,79465.98,-69883.86,-7.293152246058283,24621.77,0,2,2,1,2,0,10
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,28669.635000000002,15087.49,-5654.52,-0.5994421693273699,25625.11,0,0,1,0,2,1,0
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,9080.791200000001,11600.56,-3727.1799999999994,-0.47339008151518147,15205.48,2,1,3,0,2,1,7
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,98674.08320000001,94062.98000000001,-84148.83000000002,-8.487750336640056,30534.67,3,2,1,1,1,1,13
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,98864.961,94644.42,-89154.04,-16.23822759080428,20176.63,1,0,2,0,2,1,1
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,86272.0852,89863.55,-80232.14,-8.330259017111722,37541.38,3,0,3,1,2,1,3
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,18952.1038,20683.0,-19834.51,-23.376244858513356,31777.6,4,0,3,0,1,0,4
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,32778.62640000001,37823.04,-34102.8,-9.166827946584093,23896.87,1,0,2,0,1,0,1
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,28482.557999999997,35752.34,-33421.07,-14.335992827943567,18555.26,2,0,0,1,2,0,2
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,45848.9856,34397.76,-32359.010000000002,-15.871985285101166,17764.67,2,2,3,1,2,1,12
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,50147.341199999995,46625.39,-45131.44,-30.20947153519194,24377.89,1,3,3,1,1,1,16
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,46802.57830000001,49053.22,-42791.32,-6.833600025551351,30883.67,0,2,1,1,0,0,10
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,154636.04520000002,153078.12,-145243.03,-18.537506269870544,24665.32,1,2,0,0,1,1,11
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,87138.47159999999,92758.54,-86933.39,-14.923802820528227,25920.739999999998,4,2,1,1,0,1,14
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,30970.731499999994,24044.12,-22489.19,-14.463152682114305,14679.56,0,3,1,0,2,1,15
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,129571.47,142485.35,-134355.22,-16.5255930716975,23335.61,2,1,0,0,2,0,7
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,71563.557,80364.3,-73968.35,-11.56487308374831,30773.84,1,3,0,0,0,1,16
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,35014.984,24074.4,-20131.56,-5.105852634141888,34477.51,3,2,2,0,1,0,13
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,73977.54000000001,80458.84000000001,-73684.95000000001,-10.87778957142794,44315.27,3,0,0,0,2,1,3
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2573.5789999999997,2928.74,-255.67999999999984,-0.09565067750069203,34450.659999999996,4,0,3,0,0,1,4
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,141595.39800000002,150685.08,-147167.68,-41.83990447489623,37994.91,3,2,0,1,1,0,13
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,22473.0072,22303.62,-13120.509999999998,-1.4287654182515508,33079.979999999996,1,0,2,0,0,1,1
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,115754.6784,107840.16,-104864.17,-35.236734666447134,27641.309999999998,1,2,2,0,1,1,11
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,65276.1,57908.8,-53155.920000000006,-11.183939001195066,49068.15,3,0,2,0,1,1,3
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,26966.652899999997,14873.76,-5961.360000000001,-0.6688838023428034,39686.24,1,3,0,1,1,0,16
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,49533.44399999999,52670.88,-45564.439999999995,-6.4117110677076,41619.57,4,1,0,1,1,1,9
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,27149.085600000002,29263.28,-28547.469999999998,-39.88135119654657,10541.99,0,1,1,0,0,1,5
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,32979.972,37013.76,-35455.46,-22.752653532695888,23364.1,4,3,1,1,0,1,19
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,36002.2432,48270.4,-48092.770000000004,-270.74688960198165,23541.73,4,3,3,0,0,1,19
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,5370.0556,4185.04,2161.09,0.340536673531743,33987.44,1,2,1,1,0,1,11
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,165828.6712,169353.46,-164821.49,-36.36861894496212,35415.64,0,2,3,0,0,0,10
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,40035.54719999999,27226.76,-25797.44,-18.048750454761706,35416.76,1,2,2,1,1,0,11
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,9504.4806,1862.7299999999998,7720.82,0.8056325683071514,28138.809999999998,2,0,1,1,2,1,2
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,21576.0348,22814.46,-17470.829999999998,-3.269468507362972,40760.39,1,2,0,1,2,1,11
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,136809.55519999997,138014.56,-135519.82,-54.32222195499331,42180.979999999996,1,3,1,0,0,0,16
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,43486.208000000006,46654.08,-41598.100000000006,-8.227504855636298,21341.53,1,1,3,0,0,1,6
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,9243.9936,3837.96,2990.2799999999997,0.437928368071421,32453.35,0,0,1,0,2,1,0
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,45190.6282,49740.12,-48885.350000000006,-57.19123272927221,41615.159999999996,1,2,2,1,1,1,11
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,55763.56800000001,60504.72,-57685.15,-20.458846561709763,35272.92,0,0,0,1,0,1,0
